Date,Open,High,Low,Close,Adj Close,Volume,Name
23/02/1987,0.236111,0.276042,0.230903,0.266493,0.168395,494496000,MSFT
2/03/1987,0.266493,0.296007,0.255208,0.289063,0.182657,450547200,MSFT
9/03/1987,0.289063,0.300347,0.281250,0.287326,0.181559,332697600,MSFT
16/03/1987,0.286458,0.316840,0.276910,0.313368,0.198015,363427200,MSFT
23/03/1987,0.313368,0.325521,0.303819,0.318576,0.201306,325180800,MSFT
30/03/1987,0.318576,0.348090,0.307292,0.346354,0.218859,886464000,MSFT
6/04/1987,0.346354,0.347222,0.326389,0.332031,0.209808,393840000,MSFT
13/04/1987,0.331597,0.348958,0.315972,0.342014,0.216116,421689600,MSFT
20/04/1987,0.342014,0.345486,0.325521,0.343750,0.217213,390672000,MSFT
27/04/1987,0.343750,0.378472,0.337674,0.364583,0.230378,375235200,MSFT
4/05/1987,0.364583,0.445313,0.362847,0.439236,0.277550,738777600,MSFT
11/05/1987,0.439236,0.439236,0.406250,0.414063,0.261644,493516800,MSFT
18/05/1987,0.414063,0.414063,0.372396,0.375868,0.237508,637228800,MSFT
25/05/1987,0.375868,0.410590,0.375000,0.400174,0.252867,284688000,MSFT
1/06/1987,0.400174,0.400174,0.371528,0.379340,0.239702,183168000,MSFT
8/06/1987,0.379340,0.381944,0.337674,0.341146,0.215568,778521600,MSFT
15/06/1987,0.341146,0.368924,0.334201,0.362847,0.229281,366825600,MSFT
22/06/1987,0.364583,0.368056,0.348958,0.363715,0.229829,336873600,MSFT
29/06/1987,0.363715,0.363715,0.342882,0.347222,0.219407,142790400,MSFT
6/07/1987,0.346354,0.350694,0.307292,0.336806,0.212825,624556800,MSFT
13/07/1987,0.336806,0.367188,0.333333,0.355035,0.224344,422150400,MSFT
20/07/1987,0.354167,0.354167,0.326389,0.342014,0.216116,338169600,MSFT
27/07/1987,0.342014,0.353299,0.319444,0.326389,0.206243,349833600,MSFT
3/08/1987,0.326389,0.362847,0.316840,0.359375,0.227087,786182400,MSFT
10/08/1987,0.360243,0.362847,0.347222,0.359375,0.227087,298828800,MSFT
17/08/1987,0.359375,0.375868,0.348958,0.371528,0.234766,280540800,MSFT
24/08/1987,0.371528,0.421007,0.366319,0.417535,0.263838,585043200,MSFT
31/08/1987,0.415799,0.417535,0.388021,0.388889,0.245736,375868800,MSFT
7/09/1987,0.388021,0.404514,0.375868,0.403646,0.255061,256262400,MSFT
14/09/1987,0.404514,0.416667,0.394965,0.399306,0.252319,292320000,MSFT
21/09/1987,0.371528,0.451389,0.368056,0.430556,0.272065,476150400,MSFT
28/09/1987,0.430556,0.505208,0.428819,0.503472,0.318140,497505600,MSFT
5/10/1987,0.510417,0.550347,0.482639,0.498264,0.314850,703828800,MSFT
12/10/1987,0.500000,0.519097,0.446181,0.449653,0.284133,667281600,MSFT
19/10/1987,0.427083,0.440972,0.298611,0.335069,0.211728,1068926400,MSFT
26/10/1987,0.322917,0.362847,0.258681,0.345486,0.218310,868320000,MSFT
2/11/1987,0.342014,0.355903,0.303819,0.329861,0.208437,453052800,MSFT
9/11/1987,0.324653,0.361111,0.315972,0.335069,0.211728,390038400,MSFT
16/11/1987,0.338542,0.345486,0.310764,0.329861,0.208437,375595200,MSFT
23/11/1987,0.328125,0.340278,0.312500,0.314236,0.198564,167342400,MSFT
30/11/1987,0.307292,0.317708,0.277778,0.291667,0.184302,555638400,MSFT
7/12/1987,0.298611,0.343750,0.293403,0.333333,0.210631,500601600,MSFT
14/12/1987,0.333333,0.380208,0.331597,0.361111,0.228184,459374400,MSFT
21/12/1987,0.364583,0.373264,0.347222,0.369792,0.233669,166320000,MSFT
28/12/1987,0.368056,0.388889,0.347222,0.376736,0.238057,262425600,MSFT
4/01/1988,0.380208,0.428819,0.378472,0.388889,0.245736,623664000,MSFT
11/01/1988,0.387153,0.411458,0.376736,0.401042,0.253416,540979200,MSFT
18/01/1988,0.402778,0.404514,0.364583,0.374132,0.236411,486662400,MSFT
25/01/1988,0.376736,0.395833,0.376736,0.387153,0.244639,315489600,MSFT
1/02/1988,0.394097,0.395833,0.345486,0.357639,0.225990,394099200,MSFT
8/02/1988,0.352431,0.390625,0.352431,0.383681,0.242446,349502400,MSFT
15/02/1988,0.381944,0.409722,0.378472,0.407986,0.257804,305971200,MSFT
22/02/1988,0.407986,0.421875,0.397569,0.404514,0.255610,315000000,MSFT
29/02/1988,0.406250,0.427083,0.402778,0.421875,0.266580,302544000,MSFT
7/03/1988,0.423611,0.451389,0.421875,0.434028,0.274259,438883200,MSFT
14/03/1988,0.432292,0.454861,0.404514,0.404514,0.255610,439819200,MSFT
21/03/1988,0.406250,0.433160,0.387153,0.389757,0.246285,672926400,MSFT
28/03/1988,0.385417,0.404514,0.376736,0.392361,0.247930,298828800,MSFT
4/04/1988,0.388889,0.407986,0.378472,0.402778,0.254513,297676800,MSFT
11/04/1988,0.406250,0.406250,0.366319,0.376736,0.238057,359308800,MSFT
18/04/1988,0.375000,0.395833,0.373264,0.383681,0.242446,287136000,MSFT
25/04/1988,0.383681,0.392361,0.376736,0.378472,0.239154,210974400,MSFT
2/05/1988,0.378472,0.402778,0.371528,0.397569,0.251221,256017600,MSFT
9/05/1988,0.397569,0.404514,0.381944,0.394097,0.249027,185428800,MSFT
16/05/1988,0.394097,0.411458,0.387153,0.390625,0.246833,311846400,MSFT
23/05/1988,0.390625,0.395833,0.378472,0.385417,0.243542,235670400,MSFT
30/05/1988,0.385417,0.416667,0.383681,0.413194,0.261095,237902400,MSFT
6/06/1988,0.413194,0.436632,0.411458,0.432292,0.273162,344476800,MSFT
13/06/1988,0.434028,0.446181,0.432292,0.437500,0.276453,258350400,MSFT
20/06/1988,0.435764,0.468750,0.430556,0.453125,0.286327,264787200,MSFT
27/06/1988,0.453125,0.472222,0.442708,0.472222,0.298394,180072000,MSFT
4/07/1988,0.468750,0.489583,0.465278,0.475694,0.300588,245995200,MSFT
11/07/1988,0.477431,0.477431,0.449653,0.465278,0.294006,279619200,MSFT
18/07/1988,0.467014,0.470486,0.420139,0.428819,0.270968,365414400,MSFT
25/07/1988,0.430556,0.434028,0.394097,0.413194,0.261095,467136000,MSFT
1/08/1988,0.414931,0.416667,0.359375,0.371528,0.234766,464385600,MSFT
8/08/1988,0.373264,0.373264,0.347222,0.361111,0.228184,581688000,MSFT
15/08/1988,0.361111,0.374132,0.347222,0.350694,0.221601,290476800,MSFT
22/08/1988,0.348958,0.359375,0.331597,0.356771,0.225441,398160000,MSFT
29/08/1988,0.361111,0.364583,0.333333,0.357639,0.225990,325598400,MSFT
5/09/1988,0.357639,0.380208,0.352431,0.375000,0.236960,320198400,MSFT
12/09/1988,0.373264,0.383681,0.359375,0.361111,0.228184,284702400,MSFT
19/09/1988,0.364583,0.381944,0.354167,0.373264,0.235863,209160000,MSFT
26/09/1988,0.373264,0.375000,0.357639,0.362847,0.229281,204811200,MSFT
3/10/1988,0.355903,0.361111,0.332465,0.345486,0.218310,379123200,MSFT
10/10/1988,0.347222,0.362847,0.331597,0.355903,0.224893,449078400,MSFT
17/10/1988,0.355903,0.375000,0.355903,0.368056,0.232572,241142400,MSFT
24/10/1988,0.369792,0.369792,0.331597,0.343750,0.217213,421473600,MSFT
31/10/1988,0.342014,0.345486,0.320313,0.322917,0.204049,541310400,MSFT
7/11/1988,0.322917,0.350694,0.319444,0.330729,0.208985,370137600,MSFT
14/11/1988,0.333333,0.338542,0.315972,0.323785,0.204598,427536000,MSFT
21/11/1988,0.319444,0.326389,0.314236,0.322049,0.203501,145425600,MSFT
28/11/1988,0.321181,0.348958,0.321181,0.345486,0.218310,289310400,MSFT
5/12/1988,0.345486,0.350694,0.336806,0.340278,0.215019,207878400,MSFT
12/12/1988,0.338542,0.348958,0.328125,0.345486,0.218310,181065600,MSFT
19/12/1988,0.351563,0.368056,0.350694,0.361111,0.228184,313876800,MSFT
26/12/1988,0.361111,0.376736,0.359375,0.369792,0.233669,154137600,MSFT
2/01/1989,0.371528,0.381076,0.366319,0.368056,0.232572,212025600,MSFT
9/01/1989,0.368056,0.373264,0.357639,0.368056,0.232572,238593600,MSFT
16/01/1989,0.369792,0.377604,0.348958,0.375868,0.237508,278236800,MSFT
23/01/1989,0.375000,0.392361,0.364583,0.384549,0.242994,411048000,MSFT
30/01/1989,0.385417,0.437500,0.383681,0.423611,0.267677,637747200,MSFT
6/02/1989,0.421875,0.449653,0.414931,0.429688,0.271517,676065600,MSFT
13/02/1989,0.427083,0.440972,0.416667,0.434028,0.274259,330048000,MSFT
20/02/1989,0.432292,0.435764,0.407986,0.407986,0.257804,281232000,MSFT
27/02/1989,0.407986,0.430556,0.406250,0.428819,0.270968,333374400,MSFT
6/03/1989,0.428819,0.432292,0.354167,0.359375,0.227087,1289145600,MSFT
13/03/1989,0.361111,0.369792,0.319444,0.322917,0.204049,577281600,MSFT
20/03/1989,0.322049,0.348958,0.317708,0.348958,0.220504,718300800,MSFT
27/03/1989,0.347222,0.351563,0.341146,0.346354,0.218859,252835200,MSFT
3/04/1989,0.347222,0.359375,0.343750,0.355903,0.224893,160848000,MSFT
10/04/1989,0.355903,0.362847,0.329861,0.352431,0.222699,283924800,MSFT
17/04/1989,0.355903,0.392361,0.352431,0.383681,0.242446,486936000,MSFT
24/04/1989,0.381944,0.390625,0.372396,0.388021,0.245188,203112000,MSFT
1/05/1989,0.384549,0.388889,0.359375,0.361111,0.228184,170222400,MSFT
8/05/1989,0.361111,0.381944,0.354167,0.376736,0.238057,267840000,MSFT
15/05/1989,0.375868,0.413194,0.375000,0.404514,0.255610,363124800,MSFT
22/05/1989,0.404514,0.413194,0.387153,0.408854,0.258352,312912000,MSFT
29/05/1989,0.409722,0.423611,0.404514,0.404514,0.255610,261720000,MSFT
5/06/1989,0.406250,0.418403,0.392361,0.414931,0.262192,225604800,MSFT
12/06/1989,0.414931,0.418403,0.390625,0.394097,0.249027,239025600,MSFT
19/06/1989,0.395833,0.395833,0.369792,0.384549,0.242994,223070400,MSFT
26/06/1989,0.383681,0.385417,0.355903,0.368056,0.232572,268041600,MSFT
3/07/1989,0.368924,0.388889,0.363715,0.371528,0.234766,177465600,MSFT
10/07/1989,0.373264,0.385417,0.359375,0.366319,0.231475,199080000,MSFT
17/07/1989,0.366319,0.392361,0.364583,0.383681,0.242446,248328000,MSFT
24/07/1989,0.380208,0.395833,0.357639,0.376736,0.238057,562809600,MSFT
31/07/1989,0.375000,0.399306,0.373264,0.395833,0.250124,329558400,MSFT
7/08/1989,0.401042,0.416667,0.395833,0.401042,0.253416,427708800,MSFT
14/08/1989,0.401042,0.402778,0.383681,0.399306,0.252319,198388800,MSFT
21/08/1989,0.399306,0.420139,0.388889,0.408854,0.258352,320875200,MSFT
28/08/1989,0.407986,0.418403,0.404514,0.415799,0.262741,181944000,MSFT
4/09/1989,0.414931,0.423611,0.401042,0.409722,0.258900,217411200,MSFT
11/09/1989,0.407986,0.447917,0.406250,0.435764,0.275356,444038400,MSFT
18/09/1989,0.434028,0.463542,0.432292,0.458333,0.289617,293745600,MSFT
25/09/1989,0.458333,0.482639,0.454861,0.475694,0.300588,284918400,MSFT
2/10/1989,0.473958,0.571181,0.472222,0.553819,0.349955,751737600,MSFT
9/10/1989,0.552083,0.576389,0.506944,0.510417,0.322529,394761600,MSFT
16/10/1989,0.491319,0.597222,0.479167,0.592014,0.374090,838022400,MSFT
23/10/1989,0.588542,0.595486,0.529514,0.534722,0.337887,521985600,MSFT
30/10/1989,0.541667,0.576389,0.527778,0.543403,0.343373,501940800,MSFT
6/11/1989,0.543403,0.590278,0.531250,0.586806,0.370799,496756800,MSFT
13/11/1989,0.586806,0.619792,0.581597,0.603299,0.381221,468345600,MSFT
20/11/1989,0.602431,0.618056,0.586806,0.608507,0.384511,180259200,MSFT
27/11/1989,0.607639,0.612847,0.581597,0.590278,0.372993,343123200,MSFT
4/12/1989,0.590278,0.605903,0.576389,0.588542,0.371896,289944000,MSFT
11/12/1989,0.588542,0.588542,0.520833,0.534722,0.337887,461476800,MSFT
18/12/1989,0.536458,0.598958,0.534722,0.595486,0.376284,369835200,MSFT
25/12/1989,0.596354,0.612847,0.576389,0.604167,0.381769,287337600,MSFT
1/01/1990,0.605903,0.638889,0.598090,0.622396,0.393288,362116800,MSFT
8/01/1990,0.621528,0.638889,0.583333,0.598090,0.377929,477734400,MSFT
15/01/1990,0.595486,0.666667,0.586806,0.653646,0.413035,631771200,MSFT
22/01/1990,0.652778,0.652778,0.605035,0.630208,0.398224,668217600,MSFT
29/01/1990,0.635417,0.663194,0.625000,0.651042,0.411389,401716800,MSFT
5/02/1990,0.650174,0.659722,0.640625,0.656250,0.414680,433454400,MSFT
12/02/1990,0.656250,0.685764,0.652778,0.680556,0.430039,311083200,MSFT
19/02/1990,0.678819,0.697917,0.663194,0.677083,0.427844,353664000,MSFT
26/02/1990,0.677083,0.724826,0.675347,0.720486,0.455270,347630400,MSFT
5/03/1990,0.718750,0.750000,0.706597,0.739583,0.467338,356486400,MSFT
12/03/1990,0.737847,0.800347,0.736111,0.791667,0.500249,485625600,MSFT
19/03/1990,0.789931,0.812500,0.756944,0.765625,0.483793,389174400,MSFT
26/03/1990,0.767361,0.784722,0.753472,0.769097,0.485987,309456000,MSFT
2/04/1990,0.762153,0.824653,0.758681,0.793403,0.501346,377596800,MSFT
9/04/1990,0.789931,0.847222,0.789931,0.838542,0.529869,194990400,MSFT
16/04/1990,0.847222,0.875000,0.815972,0.822917,0.519996,306712800,MSFT
23/04/1990,0.817708,0.829861,0.772569,0.781250,0.493667,270086400,MSFT
30/04/1990,0.781250,0.857639,0.774306,0.857639,0.541936,230896800,MSFT
7/05/1990,0.861111,0.916667,0.854167,0.909722,0.574847,281311200,MSFT
14/05/1990,0.920139,0.961806,0.881944,0.947917,0.598982,283464000,MSFT
21/05/1990,0.954861,1.093.750,0.954861,1.031.250,0.651640,694555200,MSFT
28/05/1990,1.031.250,1.062.500,1.006.944,1.043.403,0.659319,265060800,MSFT
4/06/1990,1.039.931,1.076.389,0.986111,1.020.833,0.645057,379605600,MSFT
11/06/1990,1.013.889,1.079.861,1.013.889,1.055.556,0.666999,294919200,MSFT
18/06/1990,1.052.083,1.079.861,1.024.306,1.052.083,0.664804,202413600,MSFT
25/06/1990,1.050.347,1.072.917,1.031.250,1.055.556,0.666999,219952800,MSFT
2/07/1990,1.055.556,1.055.556,0.982639,1.017.361,0.642864,218390400,MSFT
9/07/1990,1.020.833,1.118.056,1.017.361,1.088.542,0.687842,278611200,MSFT
16/07/1990,1.093.750,1.121.528,1.013.889,1.017.361,0.642864,295920000,MSFT
23/07/1990,1.017.361,1.027.778,0.916667,0.958333,0.605564,625795200,MSFT
30/07/1990,0.951389,0.958333,0.838542,0.878472,0.555101,450331200,MSFT
6/08/1990,0.854167,0.913194,0.812500,0.895833,0.566071,440755200,MSFT
13/08/1990,0.885417,0.914931,0.833333,0.836806,0.528772,287618400,MSFT
20/08/1990,0.836806,0.840278,0.704861,0.795139,0.502443,561376800,MSFT
27/08/1990,0.819444,0.885417,0.819444,0.854167,0.539742,374018400,MSFT
3/09/1990,0.847222,0.875000,0.781250,0.802083,0.506831,271375200,MSFT
10/09/1990,0.815972,0.836806,0.756944,0.829861,0.524383,345672000,MSFT
17/09/1990,0.826389,0.878472,0.812500,0.840278,0.530966,316065600,MSFT
24/09/1990,0.826389,0.881944,0.798611,0.875000,0.552907,337730400,MSFT
1/10/1990,0.899306,0.951389,0.864583,0.899306,0.568265,424087200,MSFT
8/10/1990,0.916667,0.923611,0.750000,0.791667,0.500249,413719200,MSFT
15/10/1990,0.802083,0.878472,0.743056,0.861111,0.544130,861120000,MSFT
22/10/1990,0.861111,0.920139,0.857639,0.880208,0.556198,317541600,MSFT
29/10/1990,0.885417,0.913194,0.861111,0.902778,0.570459,305856000,MSFT
5/11/1990,0.906250,0.923611,0.875000,0.899306,0.568265,259826400,MSFT
12/11/1990,0.916667,0.972222,0.916667,0.944444,0.596788,345247200,MSFT
19/11/1990,0.944444,0.979167,0.930556,0.954861,0.603370,197222400,MSFT
26/11/1990,0.951389,1.031.250,0.940972,1.003.472,0.634087,326649600,MSFT
3/12/1990,1.017.361,1.065.972,1.003.472,1.031.250,0.651640,381542400,MSFT
10/12/1990,1.017.361,1.046.875,0.979167,1.022.569,0.646155,288201600,MSFT
17/12/1990,1.013.889,1.055.556,1.006.944,1.052.083,0.664804,193896000,MSFT
24/12/1990,1.048.611,1.052.083,1.031.250,1.041.667,0.658222,72662400,MSFT
31/12/1990,1.041.667,1.062.500,1.034.722,1.053.819,0.665901,173124000,MSFT
7/01/1991,1.045.139,1.097.222,1.013.889,1.083.333,0.684551,465516000,MSFT
14/01/1991,1.072.917,1.197.917,1.048.611,1.184.028,0.748179,548575200,MSFT
21/01/1991,1.175.347,1.263.889,1.175.347,1.243.056,0.785478,518284800,MSFT
28/01/1991,1.236.111,1.402.778,1.236.111,1.385.417,0.875435,655855200,MSFT
4/02/1991,1.388.889,1.513.889,1.361.111,1.444.444,0.912734,491025600,MSFT
11/02/1991,1.446.181,1.467.014,1.375.000,1.434.028,0.906153,593193600,MSFT
18/02/1991,1.420.139,1.451.389,1.385.417,1.420.139,0.897376,292737600,MSFT
25/02/1991,1.434.028,1.475.694,1.395.833,1.468.750,0.928093,364471200,MSFT
4/03/1991,1.468.750,1.569.444,1.413.194,1.423.611,0.899570,524556000,MSFT
11/03/1991,1.413.194,1.423.611,1.328.125,1.342.014,0.848010,601272000,MSFT
18/03/1991,1.336.806,1.402.778,1.291.667,1.302.083,0.822778,456818400,MSFT
25/03/1991,1.305.556,1.517.361,1.305.556,1.473.958,0.931384,272181600,MSFT
1/04/1991,1.472.222,1.621.528,1.451.389,1.527.778,0.965393,430005600,MSFT
8/04/1991,1.527.778,1.572.917,1.440.972,1.489.583,0.941257,406303200,MSFT
15/04/1991,1.472.222,1.631.944,1.458.333,1.489.583,0.941257,483206400,MSFT
22/04/1991,1.472.222,1.475.694,1.371.528,1.399.306,0.884212,479829600,MSFT
29/04/1991,1.406.250,1.423.611,1.333.333,1.406.250,0.888600,388000800,MSFT
6/05/1991,1.395.833,1.486.111,1.392.361,1.427.083,0.901764,281620800,MSFT
13/05/1991,1.434.028,1.440.972,1.342.014,1.378.472,0.871047,353779200,MSFT
20/05/1991,1.381.944,1.562.500,1.357.639,1.527.778,0.965393,373975200,MSFT
27/05/1991,1.534.722,1.555.556,1.500.000,1.524.306,0.963198,251762400,MSFT
3/06/1991,1.520.833,1.586.806,1.510.417,1.531.250,0.967586,208036800,MSFT
10/06/1991,1.531.250,1.579.861,1.524.306,1.576.389,0.996109,206776800,MSFT
17/06/1991,1.579.861,1.593.750,1.375.000,1.420.139,0.897376,488988000,MSFT
24/06/1991,1.402.778,1.432.292,1.354.167,1.419.271,0.896827,391600800,MSFT
1/07/1991,1.432.292,1.505.208,1.281.250,1.286.458,0.812904,386697600,MSFT
8/07/1991,1.265.625,1.432.292,1.260.417,1.416.667,0.895182,339768000,MSFT
15/07/1991,1.432.292,1.463.542,1.354.167,1.411.458,0.891891,170121600,MSFT
22/07/1991,1.390.625,1.494.792,1.354.167,1.479.167,0.934676,364560000,MSFT
29/07/1991,1.479.167,1.557.292,1.432.292,1.526.042,0.964296,461448000,MSFT
5/08/1991,1.526.042,1.708.333,1.494.792,1.682.292,1.063.029,357244800,MSFT
12/08/1991,1.661.458,1.744.792,1.661.458,1.703.125,1.076.193,315940800,MSFT
19/08/1991,1.614.583,1.802.083,1.604.167,1.776.042,1.122.269,302755200,MSFT
26/08/1991,1.765.625,1.807.292,1.739.583,1.776.042,1.122.269,169905600,MSFT
2/09/1991,1.770.833,1.770.833,1.666.667,1.682.292,1.063.029,181209600,MSFT
9/09/1991,1.682.292,1.786.458,1.666.667,1.729.167,1.092.649,267052800,MSFT
16/09/1991,1.729.167,1.817.708,1.708.333,1.802.083,1.138.724,153676800,MSFT
23/09/1991,1.796.875,1.875.000,1.760.417,1.838.542,1.161.762,204436800,MSFT
30/09/1991,1.838.542,1.885.417,1.796.875,1.835.938,1.160.117,175636800,MSFT
7/10/1991,1.817.708,1.901.042,1.807.292,1.867.188,1.179.863,237796800,MSFT
14/10/1991,1.875.000,1.921.875,1.843.750,1.875.000,1.184.799,342086400,MSFT
21/10/1991,1.875.000,1.932.292,1.859.375,1.864.583,1.178.217,152947200,MSFT
28/10/1991,1.864.583,1.984.375,1.828.125,1.929.688,1.219.357,215457600,MSFT
4/11/1991,1.921.875,2.015.625,1.890.625,1.984.375,1.253.913,176275200,MSFT
11/11/1991,2.000.000,2.119.792,1.973.958,1.979.167,1.250.623,294086400,MSFT
18/11/1991,1.984.375,2.036.458,1.963.542,2.000.000,1.263.786,254510400,MSFT
25/11/1991,1.994.792,2.036.458,1.932.292,2.026.042,1.280.242,128068800,MSFT
2/12/1991,2.005.208,2.192.708,2.000.000,2.171.875,1.372.393,233620800,MSFT
9/12/1991,2.151.042,2.161.458,2.072.917,2.125.000,1.342.773,206280000,MSFT
16/12/1991,2.125.000,2.187.500,2.088.542,2.151.042,1.359.229,161740800,MSFT
23/12/1991,2.151.042,2.322.917,2.135.417,2.299.479,1.453.026,131092800,MSFT
30/12/1991,2.302.083,2.390.625,2.265.625,2.354.167,1.487.582,188548800,MSFT
6/01/1992,2.359.375,2.687.500,2.341.146,2.609.375,1.648.847,371174400,MSFT
13/01/1992,2.583.333,2.776.042,2.557.292,2.635.417,1.665.302,305894400,MSFT
20/01/1992,2.651.042,2.695.313,2.416.667,2.596.354,1.640.619,348360000,MSFT
27/01/1992,2.598.958,2.619.792,2.416.667,2.505.208,1.583.024,330988800,MSFT
3/02/1992,2.463.542,2.687.500,2.447.917,2.619.792,1.655.429,308774400,MSFT
10/02/1992,2.617.188,2.640.625,2.458.333,2.468.750,1.559.987,345782400,MSFT
17/02/1992,2.484.375,2.546.875,2.364.583,2.385.417,1.507.329,384508800,MSFT
24/02/1992,2.385.417,2.635.417,2.354.167,2.572.917,1.625.809,354964800,MSFT
2/03/1992,2.578.125,2.619.792,2.432.292,2.463.542,1.556.695,213254400,MSFT
9/03/1992,2.473.958,2.567.708,2.463.542,2.520.833,1.592.897,202228800,MSFT
16/03/1992,2.520.833,2.713.542,2.510.417,2.677.083,1.691.631,366187200,MSFT
23/03/1992,2.677.083,2.705.729,2.489.583,2.526.042,1.596.189,295185600,MSFT
30/03/1992,2.531.250,2.541.667,2.432.292,2.447.917,1.546.822,318072000,MSFT
6/04/1992,2.453.125,2.552.083,2.359.375,2.416.667,1.527.076,414724800,MSFT
13/04/1992,2.432.292,2.692.708,2.380.208,2.658.854,1.680.113,408057600,MSFT
20/04/1992,2.593.750,2.604.167,2.333.333,2.338.542,1.477.708,592881600,MSFT
27/04/1992,2.343.750,2.427.083,2.229.167,2.369.792,1.497.456,594724800,MSFT
4/05/1992,2.364.583,2.447.917,2.343.750,2.385.417,1.507.329,283584000,MSFT
11/05/1992,2.390.625,2.401.042,2.276.042,2.291.667,1.448.088,268459200,MSFT
18/05/1992,2.307.292,2.437.500,2.302.083,2.411.458,1.523.785,233102400,MSFT
25/05/1992,2.416.667,2.546.875,2.385.417,2.520.833,1.592.897,222004800,MSFT
1/06/1992,2.510.417,2.593.750,2.500.000,2.520.833,1.592.897,222000000,MSFT
8/06/1992,2.515.625,2.520.833,2.239.583,2.343.750,1.481.000,459052800,MSFT
15/06/1992,2.343.750,2.437.500,2.218.750,2.296.875,1.451.380,278816000,MSFT
22/06/1992,2.289.063,2.367.188,2.054.688,2.085.938,1.318.090,451920000,MSFT
